FFMC,DMC,DC,ISI,temp,RH,wind,rain,area
93.4,17.3,28.3,9.9,13.8,24,5.8,0,0
92,203.2,664.5,8.1,24.9,42,5.4,0,2.44
91.6,181.3,613,7.6,24.8,36,4,0,3.05
91.7,191.4,635.9,7.8,26.2,36,4.5,0,185.76
95.2,217.7,690,18,30.8,19,4.5,0,0
88.9,263.1,795.9,5.2,29.3,27,3.6,0,6.3
91.2,94.3,744.4,8.4,22.3,48,4,0,0.72
93.7,231.1,715.1,8.4,26.9,31,3.6,0,4.96
91.6,248.4,753.8,6.3,20.4,56,2.2,0,0
91.6,248.4,753.8,6.3,20.4,56,2.2,0,0
92.1,207,672.6,8.2,27.9,33,2.2,0,2.35
94.8,222.4,698.6,13.9,26.2,34,5.8,0,0
91.6,181.3,613,7.6,24.6,44,4,0,3.2
89.7,287.2,849.3,6.8,19.4,45,3.6,0,0
92.1,178,605.3,9.6,23.3,40,4,0,6.36
94.8,222.4,698.6,13.9,23.9,38,6.7,0,0
93.6,235.1,723.1,10.1,20.9,66,4.9,0,15.34
90.6,269.8,811.2,5.5,22.2,45,3.6,0,0
90.8,84.7,376.6,5.6,23.8,51,1.8,0,0
92.1,207,672.6,8.2,26.8,35,1.3,0,0.54
89.4,253.6,768.4,9.7,14.2,73,2.7,0,0
93.7,231.1,715.1,8.4,23.6,53,4,0,6.43
91.1,91.3,738.1,7.2,19.1,46,2.2,0,0.33
90.3,290,855.3,7.4,16.2,58,3.6,0,0
92.1,207,672.6,8.2,25.5,29,1.8,0,1.23
87.9,24.9,41.6,3.7,10.9,64,3.1,0,3.35
90.7,80.9,368.3,16.8,14.8,78,8,0,0
90.3,290,855.3,7.4,16.2,58,3.6,0,9.96
94,47.9,100.7,10.7,17.3,80,4.5,0,0
92,203.2,664.5,8.1,19.1,70,2.2,0,0
93.4,17.3,28.3,9.9,8.9,35,8,0,0
89.7,284.9,844,10.1,10.5,77,4,0,0
91.6,181.3,613,7.6,19.3,61,4.9,0,0
95.2,217.7,690,18,23.4,49,5.4,0,6.43
90.5,196.8,649.9,16.3,11.8,88,4.9,0,9.71
91.5,238.2,730.6,7.5,17.7,65,4,0,0
89.4,266.2,803.3,5.6,17.4,54,3.1,0,0
91.6,248.4,753.8,6.3,16.8,56,3.1,0,0
94.6,160,567.2,16.7,17.9,48,2.7,0,0
91.6,248.4,753.8,6.3,16.6,59,2.7,0,0
91.7,191.4,635.9,7.8,19.9,50,4,0,82.75
93.7,231.1,715.1,8.4,18.9,64,4.9,0,3.32
91.6,273.8,819.1,7.7,15.5,72,8,0,1.94
93.7,231.1,715.1,8.4,18.9,64,4.9,0,0
93.7,231.1,715.1,8.4,18.9,64,4.9,0,0
91,276.3,825.1,7.1,14.5,76,7.6,0,3.71
75.1,4.4,16.2,1.9,4.6,82,6.3,0,5.39
75.1,4.4,16.2,1.9,5.1,77,5.4,0,2.14
79.5,3.6,15.3,1.8,4.6,59,0.9,0,6.84
87.2,15.1,36.9,7.1,10.2,45,5.8,0,3.18
90.2,18.5,41.1,7.3,11.2,41,5.4,0,5.55
91.3,20.6,43.5,8.5,13.3,27,3.6,0,6.61
91,14.6,25.6,12.3,13.7,33,9.4,0,61.13
91,14.6,25.6,12.3,17.6,27,5.8,0,0
89.6,25.4,73.7,5.7,18,40,4,0,38.48
88.2,96.2,229,4.7,14.3,79,4,0,1.94
90.5,61.1,252.6,9.4,24.5,50,3.1,0,70.32
93,103.8,316.7,10.8,26.4,35,2.7,0,10.08
93.7,121.7,350.2,18,22.7,40,9.4,0,3.19
93.5,85.3,395,9.9,27.2,28,1.3,0,1.76
93.7,101.3,423.4,14.7,26.1,45,4,0,7.36
93.7,101.3,423.4,14.7,18.2,82,4.5,0,2.21
89.2,103.9,431.6,6.4,22.6,57,4.9,0,278.53
93.2,114.4,560,9.5,30.2,25,4.5,0,2.75
93.2,114.4,560,9.5,30.2,22,4.9,0,0
94.9,130.3,587.1,14.1,23.4,40,5.8,0,1.29
94.9,130.3,587.1,14.1,31,27,5.4,0,0
94.9,130.3,587.1,14.1,33.1,25,4,0,26.43
95,135.5,596.3,21.3,30.6,28,3.6,0,2.07
95.1,141.3,605.8,17.7,24.1,43,6.3,0,2
95.1,141.3,605.8,17.7,26.4,34,3.6,0,16.4
95.1,141.3,605.8,17.7,19.4,71,7.6,0,46.7
95.1,141.3,605.8,17.7,20.6,58,1.3,0,0
95.1,141.3,605.8,17.7,28.7,33,4,0,0
95.8,152,624.1,13.8,32.4,21,4.5,0,0
95.9,158,633.6,11.3,32.4,27,2.2,0,0
95.9,158,633.6,11.3,27.5,29,4.5,0,43.32
96,164,643,14,30.8,30,4.9,0,8.59
96.2,175.5,661.8,16.8,23.9,42,2.2,0,0
96.2,175.5,661.8,16.8,32.6,26,3.1,0,2.77
96.1,181.1,671.2,14.3,32.3,27,2.2,0,14.68
96.1,181.1,671.2,14.3,33.3,26,2.7,0,40.54
96.1,181.1,671.2,14.3,27.3,63,4.9,6.4,10.82
96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0
96.1,181.1,671.2,14.3,21.6,65,4.9,0.8,0
96.1,181.1,671.2,14.3,20.7,69,4.9,0.4,0
94.5,139.4,689.1,20,29.2,30,4.9,0,1.95
94.5,139.4,689.1,20,28.9,29,4.9,0,49.59
91,163.2,744.4,10.1,26.7,35,1.8,0,5.8
91,166.9,752.6,7.1,18.5,73,8.5,0,0
91,166.9,752.6,7.1,25.9,41,3.6,0,0
91,166.9,752.6,7.1,25.9,41,3.6,0,0
91,166.9,752.6,7.1,21.1,71,7.6,1.4,2.17
91,166.9,752.6,7.1,18.2,62,5.4,0,0.43
81.6,56.7,665.6,1.9,27.8,35,2.7,0,0
81.6,56.7,665.6,1.9,27.8,32,2.7,0,6.44
81.6,56.7,665.6,1.9,21.9,71,5.8,0,54.29
81.6,56.7,665.6,1.9,21.2,70,6.7,0,11.16
94.4,146,614.7,11.3,25.6,42,4,0,0
79.5,3,106.7,1.1,11.8,31,4.5,0,0
